unseq,prog_id,obsmode,bvcor,observer,object,ra,dec,bjd,exptime,pmtotal,date-avg,airmass,filename,SNRV
537730,2,HRF_OBJ,3.741157,Ehsan Moravveji,HD184006,292.42666,51.72978,2456717.757359,190.0,11471792.0,2014-03-01T06:13:00.879362,1.513865,/STER/mercator/hermes/20140228/raw/00537730_HRF_OBJ.fits,51.190819489435796
541904,2,HRF_OBJ,-0.588587,Ehsan Moravveji,HD149212,246.99582999999998,68.76814,2456720.7851529997,230.0,4564497.0,2014-03-04T06:49:21.197391,1.305567,/STER/mercator/hermes/20140303/raw/00541904_HRF_OBJ.fits,51.19570294468082
542006,2,HRF_OBJ,4.322495,Ehsan Moravveji,HD184006,292.42666,51.72978,2456721.7758090002,190.0,9494790.0,2014-03-05T06:39:30.557400,1.350092,/STER/mercator/hermes/20140304/raw/00542006_HRF_OBJ.fits,51.18593556827891
555162,2,HRF_OBJ,0.5705100000000001,Christos Siopis,HD118098,203.67333,-0.59583,2456758.672164,200.0,7714128.0,2014-04-11T03:59:42.581414,1.441602,/STER/mercator/hermes/20140410/raw/00555162_HRF_OBJ.fits,51.176166327695945
557357,2,HRF_OBJ,-25.827929,Patricia Lampens,HD87887,151.98458,-0.37164,2456775.368129,240.0,8946531.0,2014-04-27T20:46:26.753824,1.1481709999999998,/STER/mercator/hermes/20140427/raw/00557357_HRF_OBJ.fits,51.18593556827891
559624,2,HRF_OBJ,-4.468424,Hans Van Winckel,HD149212,246.99582999999998,68.76814,2456793.5525490004,230.0,6380725.0,2014-05-16T01:15:26.268654,1.319248,/STER/mercator/hermes/20140515/raw/00559624_HRF_OBJ.fits,51.176166327695945
561261,2,HRF_OBJ,-4.559506,Rutger De Nutte,HD149212,246.99582999999998,68.76814,2456805.533756,230.0,6223582.0,2014-05-28T00:48:38.224172,1.310494,/STER/mercator/hermes/20140527/raw/00561261_HRF_OBJ.fits,51.16639522186413
561380,2,HRF_OBJ,-20.359209,Rutger De Nutte,HD118098,203.67333,-0.59583,2456806.380418,140.0,10655962.0,2014-05-28T21:01:59.644698,1.2250510000000001,/STER/mercator/hermes/20140528/raw/00561380_HRF_OBJ.fits,51.181051181076775
561520,2,HRF_OBJ,-20.769415,Rutger De Nutte,HD118098,203.67333,-0.59583,2456807.401881,140.0,8977923.0,2014-05-29T21:33:00.167647,1.172527,/STER/mercator/hermes/20140529/raw/00561520_HRF_OBJ.fits,51.176166327695945
561659,2,HRF_OBJ,-21.110793,Rutger De Nutte,HD118098,203.67333,-0.59583,2456808.4012470003,80.0,8628125.0,2014-05-30T21:32:11.446158,1.168872,/STER/mercator/hermes/20140530/raw/00561659_HRF_OBJ.fits,51.176166327695945
562065,2,HRF_OBJ,-22.039174,Rutger De Nutte,HD118098,203.67333,-0.59583,2456811.3797939997,140.0,13866668.0,2014-06-02T21:01:36.529611,1.19203,/STER/mercator/hermes/20140602/raw/00562065_HRF_OBJ.fits,51.176166327695945
562194,2,HRF_OBJ,-22.337045,Rutger De Nutte,HD118098,203.67333,-0.59583,2456812.373296,140.0,13973545.0,2014-06-03T20:52:21.419093,1.200104,/STER/mercator/hermes/20140603/raw/00562194_HRF_OBJ.fits,51.16639522186413
562296,2,HRF_OBJ,-22.659262,Rutger De Nutte,HD118098,203.67333,-0.59583,2456813.378024,90.0,7577057.0,2014-06-04T20:59:16.457714,1.183886,/STER/mercator/hermes/20140604/raw/00562296_HRF_OBJ.fits,51.176166327695945
562409,2,HRF_OBJ,-22.982572,Robin Lombaert,HD118098,203.67333,-0.59583,2456814.385562,140.0,14571683.0,2014-06-05T21:10:14.384969,1.167809,/STER/mercator/hermes/20140605/raw/00562409_HRF_OBJ.fits,51.18593556827891
573545,2,HRF_OBJ,-26.885582,Joris Vos,HD118098,203.67333,-0.59583,2456830.38293,140.0,14154046.0,2014-06-21T21:08:22.736515,1.153363,/STER/mercator/hermes/20140621/raw/00573545_HRF_OBJ.fits,51.19570294468082
573765,2,HRF_OBJ,-9.223335,Joris Vos,HD152614,253.50207999999998,10.16536,2456833.434009,330.0,12917805.0,2014-06-24T22:18:22.712074,1.151713,/STER/mercator/hermes/20140624/raw/00573765_HRF_OBJ.fits,51.18593556827891
574952,2,HRF_OBJ,-3.325416,Raine Karjalainen,HD149212,246.99582999999998,68.76814,2456848.369875,230.0,3023047.0,2014-07-09T20:53:30.304117,1.355381,/STER/mercator/hermes/20140709/raw/00574952_HRF_OBJ.fits,51.176166327695945
575077,2,HRF_OBJ,-28.945960999999997,Raine Karjalainen,HD118098,203.67333,-0.59583,2456849.3629900003,140.0,7396500.0,2014-07-10T20:42:13.544344,1.2029940000000001,/STER/mercator/hermes/20140710/raw/00575077_HRF_OBJ.fits,51.18593556827891
575209,2,HRF_OBJ,-28.988551,Raine Karjalainen,HD118098,203.67333,-0.59583,2456850.3679049998,140.0,4127339.0,2014-07-11T20:49:26.507040,1.222997,/STER/mercator/hermes/20140711/raw/00575209_HRF_OBJ.fits,51.18593556827891
577711,2,HRF_OBJ,-24.721375,Timothy Van Reeth,HD147449,245.51792000000003,1.02903,2456870.37945,480.0,14687839.0,2014-07-31T21:03:05.904871,1.130806,/STER/mercator/hermes/20140731/raw/00577711_HRF_OBJ.fits,51.18593556827891
577985,2,HRF_OBJ,-25.134252,Timothy Van Reeth,HD147449,245.51792000000003,1.02903,2456872.3889349997,480.0,13843254.0,2014-08-02T21:16:59.848741,1.136973,/STER/mercator/hermes/20140802/raw/00577985_HRF_OBJ.fits,51.19570294468082
578269,2,HRF_OBJ,-1.77398,Timothy Van Reeth,HD149212,246.99582999999998,68.76814,2456874.3765290002,230.0,7683578.0,2014-08-04T21:03:24.852498,1.306849,/STER/mercator/hermes/20140804/raw/00578269_HRF_OBJ.fits,51.181051181076775
578534,2,HRF_OBJ,-1.691847,Timothy Van Reeth,HD149212,246.99582999999998,68.76814,2456876.447252,230.0,4982448.0,2014-08-06T22:45:16.349821,1.389618,/STER/mercator/hermes/20140806/raw/00578534_HRF_OBJ.fits,51.18593556827891
579418,2,HRF_OBJ,-23.433385,Yves Fremat,HD152614,253.50207999999998,10.16536,2456883.370823,130.0,6787800.0,2014-08-13T20:51:34.305534,1.057207,/STER/mercator/hermes/20140813/raw/00579418_HRF_OBJ.fits,51.176166327695945
579872,2,HRF_OBJ,-23.90533,Yves Fremat,HD152614,253.50207999999998,10.16536,2456886.388741,330.0,12854978.0,2014-08-16T21:17:42.912359,1.078398,/STER/mercator/hermes/20140816/raw/00579872_HRF_OBJ.fits,51.18593556827891
584430,2,HRF_OBJ,-2.957868,Kenneth De Smedt,HD184006,292.42666,51.72978,2456899.3562740004,140.0,8730539.0,2014-08-29T20:30:29.460821,1.151191,/STER/mercator/hermes/20140829/raw/00584430_HRF_OBJ.fits,51.18593556827891
584523,2,HRF_OBJ,-3.107768,Kenneth De Smedt,HD184006,292.42666,51.72978,2456900.352705,120.0,9497956.0,2014-08-30T20:25:21.985883,1.152583,/STER/mercator/hermes/20140830/raw/00584523_HRF_OBJ.fits,51.176166327695945
584618,2,HRF_OBJ,-3.266901,Kenneth De Smedt,HD184006,292.42666,51.72978,2456901.35555,100.0,8430935.0,2014-08-31T20:29:28.777580,1.142,/STER/mercator/hermes/20140831/raw/00584618_HRF_OBJ.fits,51.15662224971465
584736,2,HRF_OBJ,-3.4141839999999997,Kenneth De Smedt,HD184006,292.42666,51.72978,2456902.351703,120.0,9571324.0,2014-09-01T20:23:57.343901,1.144175,/STER/mercator/hermes/20140901/raw/00584736_HRF_OBJ.fits,51.18593556827891
584825,2,HRF_OBJ,-3.5677809999999996,Kenneth De Smedt,HD184006,292.42666,51.72978,2456903.352481,100.0,8038293.0,2014-09-02T20:25:05.629462,1.137817,/STER/mercator/hermes/20140902/raw/00584825_HRF_OBJ.fits,51.176166327695945
584945,2,HRF_OBJ,-3.7147930000000002,Kenneth De Smedt,HD184006,292.42666,51.72978,2456904.34992,120.0,9141713.0,2014-09-03T20:21:25.456765,1.1377059999999999,/STER/mercator/hermes/20140903/raw/00584945_HRF_OBJ.fits,51.176166327695945
585057,2,HRF_OBJ,-3.8623220000000003,Kenneth De Smedt,HD184006,292.42666,51.72978,2456905.348422,100.0,8550886.0,2014-09-04T20:19:17.117817,1.135434,/STER/mercator/hermes/20140904/raw/00585057_HRF_OBJ.fits,51.176166327695945
585157,2,HRF_OBJ,-4.010838,Kenneth De Smedt,HD184006,292.42666,51.72978,2456906.348265,100.0,8846706.0,2014-09-05T20:19:04.744906,1.1312799999999998,/STER/mercator/hermes/20140905/raw/00585157_HRF_OBJ.fits,51.176166327695945
585246,2,HRF_OBJ,-4.154619,Kenneth De Smedt,HD184006,292.42666,51.72978,2456907.3459220002,100.0,8456436.0,2014-09-06T20:15:43.443986,1.130628,/STER/mercator/hermes/20140906/raw/00585246_HRF_OBJ.fits,51.176166327695945
585328,2,HRF_OBJ,-4.297878,Kenneth De Smedt,HD184006,292.42666,51.72978,2456908.3439470003,140.0,12151255.0,2014-09-07T20:12:54.115843,1.129801,/STER/mercator/hermes/20140907/raw/00585328_HRF_OBJ.fits,51.18593556827891
596192,2,HRF_OBJ,28.707138,Christoffel Waelkens,HD46300,98.22584,7.3329699999999995,2456932.758624,360.0,15725165.0,2014-10-02T06:12:23.401775,1.101689,/STER/mercator/hermes/20141001/raw/00596192_HRF_OBJ.fits,51.18593556827891
596327,2,HRF_OBJ,15.358474,Christoffel Waelkens,HD14055,34.32875,33.847190000000005,2456933.59729,230.0,17577698.0,2014-10-03T02:13:33.521796,1.011154,/STER/mercator/hermes/20141002/raw/00596327_HRF_OBJ.fits,51.20546845796843
596541,2,HRF_OBJ,26.604186,Christoffel Waelkens,HD56169,109.63333,49.46475,2456934.757968,575.0,15153965.0,2014-10-04T06:11:55.999654,1.124623,/STER/mercator/hermes/20141003/raw/00596541_HRF_OBJ.fits,51.18593556827891
596669,2,HRF_OBJ,14.651742,Christoffel Waelkens,HD14055,34.32875,33.847190000000005,2456935.5498220003,230.0,17172718.0,2014-10-05T01:05:03.847286,1.066604,/STER/mercator/hermes/20141004/raw/00596669_HRF_OBJ.fits,51.18593556827891
596838,2,HRF_OBJ,28.584294,Christoffel Waelkens,HD46300,98.22584,7.3329699999999995,2456936.762045,360.0,16784760.0,2014-10-06T06:16:45.964900,1.0848959999999999,/STER/mercator/hermes/20141005/raw/00596838_HRF_OBJ.fits,51.19570294468082
596956,2,HRF_OBJ,-5.880154,Peter Papics & Master Students,HD220657,351.345,23.40411,2456937.513604,330.0,14631889.0,2014-10-07T00:12:10.534066,1.013434,/STER/mercator/hermes/20141006/raw/00596956_HRF_OBJ.fits,51.15662224971465
608126,2,HRF_OBJ,-17.821775,Patricia Lampens,HD220657,351.345,23.40411,2456965.525145,330.0,9596295.0,2014-11-04T00:30:23.804869,1.247935,/STER/mercator/hermes/20141103/raw/00608126_HRF_OBJ.fits,51.176166327695945
608498,2,HRF_OBJ,-9.697009,Patricia Lampens,HD184006,292.42666,51.72978,2456968.340404,190.0,15860467.0,2014-11-06T20:10:00.050504,1.2389219999999999,/STER/mercator/hermes/20141106/raw/00608498_HRF_OBJ.fits,51.176166327695945
608925,2,HRF_OBJ,-9.676608,Patricia Lampens,HD184006,292.42666,51.72978,2456971.300992,190.0,12873515.0,2014-11-09T19:13:22.936407,1.158143,/STER/mercator/hermes/20141109/raw/00608925_HRF_OBJ.fits,51.171281008002914
609063,2,HRF_OBJ,-9.680947,Patricia Lampens,HD184006,292.42666,51.72978,2456972.299985,190.0,16874628.0,2014-11-10T19:11:58.687597,1.161757,/STER/mercator/hermes/20141110/raw/00609063_HRF_OBJ.fits,51.176166327695945
609210,2,HRF_OBJ,-9.681385,Patricia Lampens,HD184006,292.42666,51.72978,2456973.298196,100.0,8312776.0,2014-11-11T19:09:26.880167,1.164929,/STER/mercator/hermes/20141111/raw/00609210_HRF_OBJ.fits,51.171281008002914
609345,2,HRF_OBJ,-9.68694,Patricia Lampens,HD184006,292.42666,51.72978,2456974.3021529997,190.0,12121681.0,2014-11-12T19:15:11.599003,1.178906,/STER/mercator/hermes/20141112/raw/00609345_HRF_OBJ.fits,51.18593556827891
610662,2,HRF_OBJ,-23.028419,Bram Buysschaert,HD214994,340.43916,29.307640000000003,2456986.303587,240.0,7676813.0,2014-11-24T19:14:32.075848,1.005487,/STER/mercator/hermes/20141124/raw/00610662_HRF_OBJ.fits,51.181051181076775
614830,2,HRF_OBJ,-26.163211999999998,Christoffel Waelkens,HD14055,34.32875,33.847190000000005,2457033.312996,230.0,8770813.0,2015-01-10T19:27:37.092603,1.018057,/STER/mercator/hermes/20150110/raw/00614830_HRF_OBJ.fits,51.35172830587107
631712,2,HRF_OBJ,-15.928177,Hans Van Winckel,HD87887,151.98458,-0.37164,2457110.448785,700.0,5225261.0,2015-03-28T22:39:29.745441,1.1521270000000001,/STER/mercator/hermes/20150328/raw/00631712_HRF_OBJ.fits,51.36146415358503
637171,2,HRF_OBJ,-25.232698000000003,Timothy Van Reeth,HD87887,151.98458,-0.37164,2457137.439528,360.0,13784549.0,2015-04-24T22:28:52.587559,1.21274,/STER/mercator/hermes/20150424/raw/00637171_HRF_OBJ.fits,51.37119815616529
639919,2,HRF_OBJ,-14.042917999999998,Griet Van De Steene,HD118098,203.67333,-0.59583,2457155.427127,300.0,7791959.0,2015-05-12T22:07:54.785466,1.224019,/STER/mercator/hermes/20150512/raw/00639919_HRF_OBJ.fits,51.39066063011839
640062,2,HRF_OBJ,-14.33845,Peter De Cat,HD118098,203.67333,-0.59583,2457156.375031,180.0,6090901.0,2015-05-13T20:52:57.638430,1.453025,/STER/mercator/hermes/20150513/raw/00640062_HRF_OBJ.fits,51.39066063011839
641070,2,HRF_OBJ,-29.028734999999998,Devika Kamath,HD87887,151.98458,-0.37164,2457163.3885830003,360.0,8935425.0,2015-05-20T21:18:55.985040,1.288561,/STER/mercator/hermes/20150520/raw/00641070_HRF_OBJ.fits,51.37119815616529
641205,2,HRF_OBJ,-17.635978,Devika Kamath,HD118098,203.67333,-0.59583,2457164.370476,140.0,9679354.0,2015-05-21T20:47:01.537858,1.343988,/STER/mercator/hermes/20150521/raw/00641205_HRF_OBJ.fits,51.38093031466052
641484,2,HRF_OBJ,-18.470633,Devika Kamath,HD118098,203.67333,-0.59583,2457166.393693,140.0,9978571.0,2015-05-23T21:20:38.087312,1.2292399999999999,/STER/mercator/hermes/20150523/raw/00641484_HRF_OBJ.fits,51.38093031466052
641756,2,HRF_OBJ,-19.215141,Devika Kamath,HD118098,203.67333,-0.59583,2457168.39227,140.0,14196731.0,2015-05-25T21:18:46.051214,1.2174719999999999,/STER/mercator/hermes/20150525/raw/00641756_HRF_OBJ.fits,51.39066063011839
642020,2,HRF_OBJ,-19.932465,Devika Kamath,HD118098,203.67333,-0.59583,2457170.389759,140.0,10088098.0,2015-05-27T21:15:20.498086,1.20944,/STER/mercator/hermes/20150527/raw/00642020_HRF_OBJ.fits,51.38093031466052
653424,2,HRF_OBJ,-1.010876,Santiago Triana & Aunia Samadi,HD185395,294.11041,50.221109999999996,2457252.372267,360.0,10407797.0,2015-08-17T20:53:08.462512,1.196491,/STER/mercator/hermes/20150817/raw/00653424_HRF_OBJ.fits,51.38093031466052
653536,2,HRF_OBJ,-1.263475,Santiago Triana & Aunia Samadi,HD184006,292.42666,51.72978,2457253.415449,190.0,7712855.0,2015-08-18T21:55:35.143962,1.109153,/STER/mercator/hermes/20150818/raw/00653536_HRF_OBJ.fits,51.38093031466052
653815,2,HRF_OBJ,-1.7126919999999999,Santiago Triana & Aunia Samadi,HD184006,292.42666,51.72978,2457255.487719,190.0,11678072.0,2015-08-20T23:39:40.193577,1.103607,/STER/mercator/hermes/20150820/raw/00653815_HRF_OBJ.fits,51.39066063011839
653946,2,HRF_OBJ,-1.6705900000000002,Santiago Triana & Aunia Samadi,HD184006,292.42666,51.72978,2457256.368162,190.0,6931745.0,2015-08-21T20:47:30.935712,1.174336,/STER/mercator/hermes/20150821/raw/00653946_HRF_OBJ.fits,51.38093031466052
654200,2,HRF_OBJ,-24.593876,Santiago Triana & Aunia Samadi,HD152614,253.50207999999998,10.16536,2457258.3743229997,330.0,12182755.0,2015-08-23T20:57:45.082322,1.085032,/STER/mercator/hermes/20150823/raw/00654200_HRF_OBJ.fits,51.39066063011839
672729,2,HRF_OBJ,5.428873,Michael Laverick,HD14055,34.32875,33.847190000000005,2457321.456708,270.0,7102979.0,2015-10-25T22:49:58.247728,1.173001,/STER/mercator/hermes/20151025/raw/00672729_HRF_OBJ.fits,51.234753829797995
672993,2,HRF_OBJ,,Michael Laverick,HD185395,294.11041,50.221109999999996,,360.0,7538947.0,2015-10-27T19:49:21.251289,1.117025,/STER/mercator/hermes/20151027/raw/00672993_HRF_OBJ.fits,51.24451190127583
673134,2,HRF_OBJ,-9.411394999999999,Michael Laverick,HD184006,292.42666,51.72978,2457324.32092,190.0,9199257.0,2015-10-28T19:41:31.461306,1.132888,/STER/mercator/hermes/20151028/raw/00673134_HRF_OBJ.fits,51.264022471905186
683755,2,HRF_OBJ,9.441393,Devika Kamath,HD42818,94.71167,69.31978000000001,2457354.574267,480.0,7564330.0,2015-11-28T01:41:51.531505,1.356585,/STER/mercator/hermes/20151127/raw/00683755_HRF_OBJ.fits,51.254268114957995
696389,2,HRF_OBJ,-16.399204,"Patricia Lampens, Lore Vermeylen",HD36267,82.69625,5.94814,2457405.481072,140.0,4865814.0,2016-01-17T23:26:18.147868,1.0937540000000001,/STER/mercator/hermes/20160117/raw/00696389_HRF_OBJ.fits,51.21523210920751
697252,2,HRF_OBJ,-28.109069,"Patricia Lampens, Lore Vermeylen",HD14055,34.32875,33.847190000000005,2457411.3163240002,230.0,8601528.0,2016-01-23T19:34:03.881040,1.005293,/STER/mercator/hermes/20160123/raw/00697252_HRF_OBJ.fits,51.21523210920751
699874,2,HRF_OBJ,-20.709277,Rutger De Nutte,HD46300,98.22584,7.3329699999999995,2457433.329419,360.0,5285171.0,2016-02-14T19:48:57.038132,1.3024799999999999,/STER/mercator/hermes/20160214/raw/00699874_HRF_OBJ.fits,51.21523210920751
726906,2,HRF_OBJ,-22.12355,Andrew Tkachenko,HD152614,0.0,0.0,2457606.3623619997,330.0,6999545.0,2016-08-05T20:38:35.710644,1.063809,/STER/mercator/hermes/20160805/raw/00726906_HRF_OBJ.fits,51.234753829797995
727334,2,HRF_OBJ,0.45437299999999997,Andrew Tkachenko,HD185395,0.0,0.0,2457609.3691080003,360.0,4988006.0,2016-08-08T20:48:34.790367,1.002612,/STER/mercator/hermes/20160808/raw/00727334_HRF_OBJ.fits,51.22499389946279
769110,2,HRF_OBJ,-27.127157,Rutger De Nutte,HD36267,82.69605,5.94814,2457807.337582,570.0,18729014.0,2017-02-22T20:03:37.357612,1.094847,/STER/mercator/hermes/20170222/raw/00769110_HRF_OBJ.fits,51.19570294468082
769282,2,HRF_OBJ,-27.435985,Swaraj Bandhu Mahato,HD36267,82.69605,5.94814,2457809.335522,570.0,15599627.0,2017-02-24T20:00:55.074739,1.091776,/STER/mercator/hermes/20170224/raw/00769282_HRF_OBJ.fits,51.19570294468082
769352,2,HRF_OBJ,-27.584819,Swaraj Bandhu Mahato,HD36267,82.69605,5.94814,2457810.337369,570.0,14527858.0,2017-02-25T20:03:42.676941,1.088593,/STER/mercator/hermes/20170225/raw/00769352_HRF_OBJ.fits,51.18593556827891
769426,2,HRF_OBJ,-27.71593,Swaraj Bandhu Mahato,HD36267,82.69605,5.94814,2457811.3359970003,570.0,19982837.0,2017-02-26T20:01:52.101714,1.0877809999999999,/STER/mercator/hermes/20170226/raw/00769426_HRF_OBJ.fits,51.20058593414728
769578,2,HRF_OBJ,-27.959684999999997,Swaraj Bandhu Mahato,HD36267,82.69605,5.94814,2457813.336694,570.0,15727928.0,2017-02-28T20:03:08.349738,1.085258,/STER/mercator/hermes/20170228/raw/00769578_HRF_OBJ.fits,51.20546845796843
769646,2,HRF_OBJ,-28.067756,Swaraj Bandhu Mahato,HD36267,82.69605,5.94814,2457814.337095,570.0,20287739.0,2017-03-01T20:03:51.096130,1.0846040000000001,/STER/mercator/hermes/20170301/raw/00769646_HRF_OBJ.fits,51.20546845796843
769719,2,HRF_OBJ,-28.167049,Swaraj Bandhu Mahato,HD36267,82.69605,5.94814,2457815.337679,570.0,18667120.0,2017-03-02T20:04:49.679455,1.084374,/STER/mercator/hermes/20170302/raw/00769719_HRF_OBJ.fits,51.20546845796843
769787,2,HRF_OBJ,-28.256553999999998,Swaraj Bandhu Mahato,HD36267,82.69605,5.94814,2457816.338029,570.0,22832401.0,2017-03-03T20:05:28.037527,1.084586,/STER/mercator/hermes/20170303/raw/00769787_HRF_OBJ.fits,51.20546845796843
769930,2,HRF_OBJ,-28.418770000000002,Swaraj Bandhu Mahato,HD36267,82.69605,5.94814,2457818.342607,800.0,7340708.0,2017-03-05T20:12:19.922139,1.087353,/STER/mercator/hermes/20170305/raw/00769930_HRF_OBJ.fits,51.18593556827891
826241,2,HRF_OBJ,-21.214882,Ana Escorza Santos,HD147449,245.51812,1.02904,2457951.4562729998,480.0,5561486.0,2017-07-16T22:52:08.838878,1.160542,/STER/mercator/hermes/20170716/raw/00826241_HRF_OBJ.fits,50.99509780361246
827851,2,HRF_OBJ,2.963232,Ana Escorza Santos,HD184006,292.4265,51.72978,2457956.527688,190.0,12298568.0,2017-07-22T00:37:19.881877,1.0862020000000001,/STER/mercator/hermes/20170721/raw/00827851_HRF_OBJ.fits,50.98038838612354
834652,2,HRF_OBJ,-1.033384,Michael Abdul Masih,HD149212,246.99589,68.76814,2457980.360726,250.0,4771555.0,2017-08-14T20:40:43.361736,1.308994,/STER/mercator/hermes/20170814/raw/00834652_HRF_OBJ.fits,49.749371855331
834926,2,HRF_OBJ,-23.887259,Michael Abdul Masih,HD152614,253.50196,10.16536,2457982.368572,330.0,12001524.0,2017-08-16T20:48:44.572876,1.059052,/STER/mercator/hermes/20170816/raw/00834926_HRF_OBJ.fits,49.879855653359705
835330,2,HRF_OBJ,-24.232488,Michael Abdul Masih,HD152614,253.50196,10.16536,2457985.3622939996,330.0,11239926.0,2017-08-19T20:40:02.835028,1.060351,/STER/mercator/hermes/20170819/raw/00835330_HRF_OBJ.fits,49.73932046178355
835461,2,HRF_OBJ,-24.334988,Michael Abdul Masih,HD152614,253.50196,10.16536,2457986.360946,330.0,7115922.0,2017-08-20T20:38:13.368085,1.061345,/STER/mercator/hermes/20170820/raw/00835461_HRF_OBJ.fits,49.749371855331
835729,2,HRF_OBJ,-2.0945099999999996,Michael Abdul Masih,HD184006,292.4265,51.72978,2457988.476586,190.0,4265363.0,2017-08-22T23:23:40.246825,1.09905,/STER/mercator/hermes/20170822/raw/00835729_HRF_OBJ.fits,49.73932046178355
835824,2,HRF_OBJ,-2.0557119999999998,Michael Abdul Masih,HD184006,292.4265,51.72978,2457989.3589310003,190.0,7518902.0,2017-08-23T20:34:15.347130,1.178305,/STER/mercator/hermes/20170823/raw/00835824_HRF_OBJ.fits,49.749371855331
877780,2,HRF_OBJ,-28.37815,Michael Abdul Masih,HD87887,151.9845,-0.37164,2458251.374942,360.0,10867260.0,2018-05-12T20:58:10.728889,1.181613,/STER/mercator/hermes/20180512/raw/00877780_HRF_OBJ.fits,46.66904755831214
878070,2,HRF_OBJ,-28.569045000000003,Michael Abdul Masih,HD87887,151.9845,-0.37164,2458253.368971,360.0,13093207.0,2018-05-14T20:49:51.124893,1.180993,/STER/mercator/hermes/20180514/raw/00878070_HRF_OBJ.fits,46.69047011971501
878201,2,HRF_OBJ,-15.278885999999998,Michael Abdul Masih,HD118098,203.6733,-0.59582,2458254.372451,140.0,11514036.0,2018-05-15T20:49:24.543128,1.42308,/STER/mercator/hermes/20180515/raw/00878201_HRF_OBJ.fits,46.69047011971501
878333,2,HRF_OBJ,-28.747132,Michael Abdul Masih,HD87887,151.9845,-0.37164,2458255.3718970004,360.0,21538890.0,2018-05-16T20:54:20.417095,1.199099,/STER/mercator/hermes/20180516/raw/00878333_HRF_OBJ.fits,46.67976006793523
878460,2,HRF_OBJ,-29.605168,Michael Abdul Masih,HD84937,147.23373999999998,13.74426,2458256.374365,800.0,1319027.0,2018-05-17T20:59:20.126214,1.115545,/STER/mercator/hermes/20180517/raw/00878460_HRF_OBJ.fits,46.67976006793523
878589,2,HRF_OBJ,-29.583129,Michael Abdul Masih,HD84937,147.23373999999998,13.74426,2458257.371838,800.0,1372291.0,2018-05-18T20:55:50.284752,1.1163450000000001,/STER/mercator/hermes/20180518/raw/00878589_HRF_OBJ.fits,46.66904755831214
878724,2,HRF_OBJ,-29.558325,Michael Abdul Masih,HD84937,147.23373999999998,13.74426,2458258.3720650002,800.0,1220832.0,2018-05-19T20:56:18.405731,1.124673,/STER/mercator/hermes/20180519/raw/00878724_HRF_OBJ.fits,46.66904755831214
878992,2,HRF_OBJ,-17.706839000000002,Julia Bodensteiner,HD118098,203.6733,-0.59582,2458260.3696,140.0,18534050.0,2018-05-21T20:45:47.196068,1.342286,/STER/mercator/hermes/20180521/raw/00878992_HRF_OBJ.fits,46.67976006793523
884883,2,HRF_OBJ,-27.231516,"Mathieu Van der Swaelmen, Thibault Merle",HD118098,203.6733,-0.59582,2458293.389348,140.0,21231098.0,2018-06-23T21:17:53.701246,1.163223,/STER/mercator/hermes/20180623/raw/00884883_HRF_OBJ.fits,46.63153439465616
885068,2,HRF_OBJ,-27.452465999999998,"Mathieu Van der Swaelmen, Thibault Merle",HD118098,203.6733,-0.59582,2458294.410615,140.0,23103559.0,2018-06-24T21:48:39.172120,1.207403,/STER/mercator/hermes/20180624/raw/00885068_HRF_OBJ.fits,46.647615158762406
885228,2,HRF_OBJ,-27.661580999999998,"Mathieu Van der Swaelmen, Thibault Merle",HD118098,203.6733,-0.59582,2458295.4313919996,140.0,19689924.0,2018-06-25T22:18:42.340743,1.28387,/STER/mercator/hermes/20180625/raw/00885228_HRF_OBJ.fits,46.636895265444075
893711,2,HRF_OBJ,-27.218175,"Yves Fremat, Griet Van de Steene",HD147449,245.51812,1.02904,2458365.350972,480.0,54363485.0,2018-09-03T20:26:28.736857,1.2436530000000001,/STER/mercator/hermes/20180903/raw/00893711_HRF_OBJ.fits,46.58325879540846
893925,2,HRF_OBJ,-4.010829,"Yves Fremat, Griet Van de Steene",HD184006,292.4265,51.72978,2458367.349053,190.0,38070249.0,2018-09-05T20:20:13.935077,1.12957,/STER/mercator/hermes/20180905/raw/00893925_HRF_OBJ.fits,46.58325879540846
904685,2,HRF_OBJ,-25.665113,Florian Driessen,HD220657,351.34493,23.4041,2458456.285252,330.0,27340876.0,2018-12-03T18:48:08.193537,1.0346229999999998,/STER/mercator/hermes/20181203/raw/00904685_HRF_OBJ.fits,46.652974181717504
910612,2,HRF_OBJ,-14.896098,Nicolas Moens,HD42818,94.71157,69.31979,2458522.314253,480.0,25415619.0,2019-02-07T19:28:31.355080,1.4862,/STER/mercator/hermes/20190207/raw/00910612_HRF_OBJ.fits,46.49731175025068
910877,2,HRF_OBJ,-28.51032,Nicolas Moens,HD14055,34.32861,33.847190000000005,2458524.318294,230.0,21414032.0,2019-02-09T19:39:15.219939,1.057187,/STER/mercator/hermes/20190209/raw/00910877_HRF_OBJ.fits,46.50806381693394
914581,2,HRF_OBJ,15.728007999999999,Luka Poniatowski,HD118098,203.6733,-0.59582,2458554.561398,140.0,34077300.0,2019-03-12T01:21:25.739603,1.358898,/STER/mercator/hermes/20190311/raw/00914581_HRF_OBJ.fits,46.50806381693394
914940,2,HRF_OBJ,-20.685389,Luka Poniatowski,HD42818,94.71157,69.31979,2458557.514799,480.0,22440040.0,2019-03-15T00:20:24.914520,1.6923540000000001,/STER/mercator/hermes/20190314/raw/00914940_HRF_OBJ.fits,46.52418725781247
